-0.2562,-0.3988,-0.7026,-0.0675,-0.1933,0.1227
0.6397,-0.3267,-0.5538,1.2456,-0.227,0.1089
0.7302,-1.218,-1.1735,0.9373,-0.227,0.1089
0.7547,-0.2424,-0.4709,-0.0736,-0.3513,0.1104
0.2945,0.7655,1.1121,0.1197,0.089,0.0061
